student_id,event_timestamp,cgpa,dsa_score,system_design_score,dbms_score,oop_proficiency,cloud_devops_score,web_dev_score,problem_solving_score,aptitude_score,communication_score,teamwork_score,github_projects_count,internship_duration_months,certifications_count,hackathons_participated,mock_interview_score,curriculum_updated_year,domain_code,technical_skill_mean,soft_skill_mean,industry_exposure_score,practical_experience_score,curriculum_age_years
CSE_0147,2026-01-01 00:00:00+00:00,8.05,92,22,74,5,71,13,39.0,97,72.0,34,7,7,5,7,10,2022,2,46.166666666666664,48.333333333333336,69.0,63.0,4
CSE_0148,2026-01-01 00:00:00+00:00,7.51,62,82,76,96,61,77,49.04,49,32.0,96,2,4,5,5,28,2019,1,75.66666666666667,59.01333333333333,46.5,35.08333333333333,7
CSE_0149,2026-01-01 00:00:00+00:00,5.26,53,30,9,48,56,34,77.6,79,94.0,20,15,7,3,1,33,2022,4,38.333333333333336,63.86666666666667,62.0,59.16666666666667,4
CSE_0150,2026-01-01 00:00:00+00:00,6.39,73,4,13,39,5,29,79.56,24,28.0,63,1,10,0,6,85,2023,1,27.166666666666668,56.85333333333333,42.0,54.0,3
CSE_0151,2026-01-01 00:00:00+00:00,9.54,97,82,81,82,77,91,33.6,11,96.0,94,8,9,3,8,13,2019,3,85.0,74.53333333333333,70.5,74.91666666666667,7
CSE_0152,2026-01-01 00:00:00+00:00,6.2,56,33,50,64,31,16,49.12,70,68.0,51,1,11,3,4,23,2021,0,41.666666666666664,56.04,51.5,49.416666666666664,5
CSE_0153,2026-01-01 00:00:00+00:00,5.72,89,9,72,68,98,66,45.72,38,20.0,33,8,11,5,1,58,2020,2,67.0,32.906666666666666,66.0,54.5,6
CSE_0154,2026-01-01 00:00:00+00:00,7.45,40,88,38,26,9,79,89.88,16,92.0,95,3,2,1,3,38,2018,0,46.666666666666664,92.29333333333334,22.5,24.083333333333332,8
CSE_0155,2026-01-01 00:00:00+00:00,9.93,2,1,27,79,2,29,46.6,44,62.0,34,11,9,2,2,25,2022,3,23.333333333333332,47.53333333333333,57.5,59.416666666666664,4
CSE_0156,2026-01-01 00:00:00+00:00,6.21,5,10,2,5,58,92,77.72,10,42.0,14,12,6,3,3,42,2019,2,28.666666666666668,44.57333333333333,58.5,56.75,7
CSE_0157,2026-01-01 00:00:00+00:00,8.36,4,49,83,12,75,44,56.32,69,82.0,95,1,11,3,6,35,2021,1,44.5,77.77333333333333,56.5,56.916666666666664,5
CSE_0158,2026-01-01 00:00:00+00:00,8.81,4,30,69,63,48,78,58.24,22,94.0,5,9,3,0,7,38,2018,1,48.666666666666664,52.413333333333334,43.0,56.0,8
CSE_0159,2026-01-01 00:00:00+00:00,6.19,53,55,26,61,58,88,61.08,90,58.0,84,0,4,0,0,60,2024,3,56.833333333333336,67.69333333333333,10.0,11.666666666666666,2
CSE_0160,2026-01-01 00:00:00+00:00,8.64,46,78,1,98,30,50,41.12,69,46.0,96,3,8,5,7,15,2021,2,50.5,61.04,63.5,56.58333333333333,5
CSE_0161,2026-01-01 00:00:00+00:00,6.84,86,72,92,18,92,46,64.96,37,84.0,31,8,6,0,4,58,2020,1,67.66666666666667,59.98666666666666,41.0,51.16666666666667,6
CSE_0162,2026-01-01 00:00:00+00:00,8.16,48,86,37,75,68,52,78.12,1,74.0,51,11,3,4,6,95,2018,3,61.0,67.70666666666666,60.5,56.916666666666664,8
CSE_0163,2026-01-01 00:00:00+00:00,8.17,8,82,2,79,61,63,87.0,85,92.0,82,8,5,3,0,5,2018,3,49.166666666666664,87.0,40.5,33.25,8
CSE_0164,2026-01-01 00:00:00+00:00,7.68,98,8,15,42,51,37,67.52,83,76.0,96,3,9,0,1,97,2024,0,41.833333333333336,79.83999999999999,31.0,37.0,2
CSE_0165,2026-01-01 00:00:00+00:00,5.45,19,98,93,73,88,63,85.64,88,40.0,27,8,10,1,0,55,2018,1,72.33333333333333,50.879999999999995,45.0,47.833333333333336,8
CSE_0166,2026-01-01 00:00:00+00:00,9.18,60,20,39,88,40,86,71.32,78,94.0,94,14,6,4,4,7,2019,2,55.5,86.44,69.0,65.16666666666666,7
CSE_0167,2026-01-01 00:00:00+00:00,6.6,34,72,1,19,30,88,65.4,92,28.0,84,11,12,5,5,93,2018,1,40.666666666666664,59.13333333333333,84.5,79.41666666666666,8
CSE_0168,2026-01-01 00:00:00+00:00,5.93,49,27,80,94,84,6,86.4,71,42.0,97,5,9,2,8,26,2021,1,56.666666666666664,75.13333333333334,60.5,67.91666666666666,5
CSE_0169,2026-01-01 00:00:00+00:00,5.2,81,61,40,67,83,21,83.84,36,62.0,63,0,12,3,7,70,2019,1,58.833333333333336,69.61333333333333,59.5,61.25,7
CSE_0170,2026-01-01 00:00:00+00:00,7.95,61,6,11,43,21,80,36.64,48,66.0,78,9,8,3,6,26,2018,3,37.0,60.21333333333333,65.0,66.83333333333333,8
CSE_0171,2026-01-01 00:00:00+00:00,8.39,16,79,34,22,3,81,64.68,51,22.0,77,12,3,1,4,88,2021,4,39.166666666666664,54.56,45.5,51.75,5
CSE_0172,2026-01-01 00:00:00+00:00,5.08,87,15,64,1,12,40,46.68,32,82.0,18,13,9,2,2,45,2021,4,36.5,48.89333333333334,61.5,64.08333333333334,5
CSE_0173,2026-01-01 00:00:00+00:00,7.56,2,96,54,21,44,73,76.68,21,48.0,14,5,2,2,8,40,2022,0,48.333333333333336,46.22666666666667,43.0,47.5,4
CSE_0174,2026-01-01 00:00:00+00:00,6.13,31,3,44,56,41,9,38.68,4,52.0,5,8,7,5,4,78,2021,1,30.666666666666668,31.893333333333334,63.5,54.083333333333336,5
CSE_0175,2026-01-01 00:00:00+00:00,8.23,98,3,78,100,48,56,70.12,17,84.0,72,12,0,5,2,24,2024,4,63.833333333333336,75.37333333333333,49.0,35.5,2
CSE_0176,2026-01-01 00:00:00+00:00,5.87,12,39,89,71,19,6,86.56,37,50.0,100,1,8,4,2,85,2023,0,39.333333333333336,78.85333333333334,43.0,33.166666666666664,3
CSE_0177,2026-01-01 00:00:00+00:00,8.45,88,16,100,6,76,49,58.4,36,24.0,83,5,12,3,2,17,2020,3,55.833333333333336,55.13333333333333,57.0,54.166666666666664,6
CSE_0178,2026-01-01 00:00:00+00:00,6.93,72,100,84,77,80,90,59.76,93,34.0,97,1,0,0,5,11,2018,1,83.83333333333333,63.586666666666666,14.5,21.083333333333332,8
CSE_0179,2026-01-01 00:00:00+00:00,9.68,67,51,61,55,53,51,68.96,94,96.0,37,3,1,5,0,86,2024,2,56.333333333333336,67.32,28.5,9.916666666666666,2
CSE_0180,2026-01-01 00:00:00+00:00,5.69,13,92,48,66,35,32,38.04,63,26.0,25,15,12,1,3,50,2018,3,47.666666666666664,29.679999999999996,71.5,81.25,8
CSE_0181,2026-01-01 00:00:00+00:00,6.71,100,51,94,15,96,0,55.4,9,48.0,81,14,7,1,7,38,2018,0,59.333333333333336,61.46666666666667,67.0,79.33333333333333,8
CSE_0182,2026-01-01 00:00:00+00:00,5.57,97,35,24,82,0,52,68.48,78,60.0,91,15,8,1,2,88,2021,3,48.333333333333336,73.16000000000001,59.0,65.83333333333333,5
CSE_0183,2026-01-01 00:00:00+00:00,9.62,10,37,22,50,14,59,42.92,41,60.0,50,7,6,5,4,9,2021,2,32.0,50.973333333333336,59.0,48.83333333333333,5
CSE_0184,2026-01-01 00:00:00+00:00,9.39,55,49,23,81,76,33,95.08,47,20.0,72,12,2,5,1,93,2018,3,52.833333333333336,62.35999999999999,51.5,37.583333333333336,8
CSE_0185,2026-01-01 00:00:00+00:00,6.29,66,62,37,79,16,3,51.8,43,60.0,95,6,6,1,1,73,2023,0,43.833333333333336,68.93333333333334,33.5,35.25,3
CSE_0186,2026-01-01 00:00:00+00:00,8.3,91,100,27,71,23,16,36.0,81,50.0,52,10,5,5,6,97,2019,2,54.666666666666664,46.0,67.5,60.416666666666664,7
CSE_0187,2026-01-01 00:00:00+00:00,9.09,28,62,20,96,57,3,54.24,86,98.0,55,11,1,0,2,76,2019,2,44.333333333333336,69.08,29.5,36.08333333333333,7
CSE_0188,2026-01-01 00:00:00+00:00,7.78,8,61,53,11,71,42,76.2,96,32.0,58,12,2,0,4,53,2020,3,41.0,55.4,39.0,48.833333333333336,6
CSE_0189,2026-01-01 00:00:00+00:00,7.65,66,98,17,52,90,89,94.08,15,48.0,69,8,10,4,2,28,2022,2,68.66666666666667,70.36,62.0,55.333333333333336,4
CSE_0190,2026-01-01 00:00:00+00:00,6.21,24,6,35,74,22,3,34.88,53,54.0,77,6,12,3,5,40,2024,3,27.333333333333332,55.29333333333333,66.5,67.75,2
CSE_0191,2026-01-01 00:00:00+00:00,5.47,97,26,98,4,45,0,73.48,34,52.0,91,0,11,0,2,8,2020,1,45.0,72.16000000000001,32.5,39.58333333333333,6
CSE_0192,2026-01-01 00:00:00+00:00,9.49,75,91,44,26,71,70,90.24,97,74.0,57,1,12,4,7,62,2018,2,62.833333333333336,73.74666666666667,65.5,63.583333333333336,8
CSE_0193,2026-01-01 00:00:00+00:00,9.5,41,85,72,11,7,93,38.24,27,38.0,87,15,9,2,1,76,2024,3,51.5,54.413333333333334,63.0,65.0,2
CSE_0194,2026-01-01 00:00:00+00:00,8.17,8,13,52,16,58,49,61.36,1,38.0,12,5,9,3,2,36,2018,1,32.666666666666664,37.12,49.5,45.416666666666664,8
CSE_0195,2026-01-01 00:00:00+00:00,6.7,78,70,29,5,89,72,37.24,93,78.0,42,6,12,0,7,13,2018,2,57.166666666666664,52.413333333333334,59.5,75.25,8
CSE_0196,2026-01-01 00:00:00+00:00,6.75,39,100,59,96,58,60,86.44,12,60.0,75,2,11,2,7,100,2022,1,68.66666666666667,73.81333333333333,57.0,62.99999999999999,4
CSE_0197,2026-01-01 00:00:00+00:00,8.63,24,85,97,4,12,34,72.72,40,54.0,50,8,4,4,0,72,2021,2,42.666666666666664,58.906666666666666,42.0,30.333333333333336,5
CSE_0198,2026-01-01 00:00:00+00:00,9.49,4,4,31,56,38,7,89.08,79,34.0,18,12,9,0,7,71,2022,0,23.333333333333332,47.026666666666664,64.0,80.5,4
CSE_0199,2026-01-01 00:00:00+00:00,9.44,10,54,66,27,100,23,87.96,58,36.0,20,14,3,0,1,38,2020,0,46.666666666666664,47.98666666666666,38.0,45.166666666666664,6
CSE_0200,2026-01-01 00:00:00+00:00,8.9,58,1,66,77,27,82,54.32,68,20.0,90,6,1,5,6,39,2021,3,51.833333333333336,54.77333333333333,49.5,39.41666666666667,5
CSE_0201,2026-01-01 00:00:00+00:00,8.21,97,61,27,68,88,35,36.24,91,28.0,82,13,3,2,5,53,2021,4,62.666666666666664,48.74666666666667,54.0,57.833333333333336,5
CSE_0202,2026-01-01 00:00:00+00:00,5.42,87,90,43,58,60,49,42.56,52,64.0,23,5,11,0,1,2,2020,0,64.5,43.18666666666667,40.0,47.49999999999999,6
CSE_0203,2026-01-01 00:00:00+00:00,5.81,78,20,78,32,15,42,81.12,44,92.0,25,12,7,1,4,54,2021,4,44.166666666666664,66.04,55.5,63.41666666666667,5
CSE_0204,2026-01-01 00:00:00+00:00,9.49,37,78,40,61,1,26,76.08,19,42.0,44,5,4,5,6,32,2024,1,40.5,54.026666666666664,55.0,45.83333333333333,2
CSE_0205,2026-01-01 00:00:00+00:00,8.03,71,20,62,49,81,31,38.16,23,46.0,27,0,4,5,7,95,2019,1,52.333333333333336,37.053333333333335,47.5,37.916666666666664,7
CSE_0206,2026-01-01 00:00:00+00:00,5.05,4,9,22,18,16,77,71.48,60,30.0,81,12,12,0,2,70,2020,4,24.333333333333332,60.826666666666675,59.0,70.5,6
CSE_0207,2026-01-01 00:00:00+00:00,5.51,47,86,74,85,29,17,71.84,90,52.0,99,15,11,5,0,18,2020,3,56.333333333333336,74.28,77.5,67.08333333333333,6
CSE_0208,2026-01-01 00:00:00+00:00,8.32,89,57,47,68,12,27,41.84,93,22.0,28,4,11,3,6,33,2019,2,50.0,30.613333333333333,62.5,63.916666666666664,7
CSE_0209,2026-01-01 00:00:00+00:00,5.03,17,38,31,65,95,28,53.2,57,94.0,16,9,9,2,4,77,2022,4,45.666666666666664,54.4,58.5,62.25,4
CSE_0210,2026-01-01 00:00:00+00:00,5.8,69,4,56,93,92,15,66.28,26,74.0,67,2,2,3,4,49,2022,4,54.833333333333336,69.09333333333333,31.0,25.5,4
CSE_0211,2026-01-01 00:00:00+00:00,7.74,36,64,99,46,93,98,53.48,25,100.0,43,6,12,4,6,46,2022,4,72.66666666666667,65.49333333333333,73.0,71.5,4
CSE_0212,2026-01-01 00:00:00+00:00,8.46,59,12,32,38,81,46,61.12,6,90.0,60,9,7,3,0,45,2021,4,44.666666666666664,70.37333333333333,47.5,41.41666666666667,5
CSE_0213,2026-01-01 00:00:00+00:00,8.26,47,84,23,67,12,58,79.08,41,58.0,92,2,5,1,7,55,2019,4,48.5,76.36,38.0,45.5,7
CSE_0214,2026-01-01 00:00:00+00:00,6.12,76,89,38,32,42,30,38.12,46,62.0,67,4,1,5,4,56,2024,3,51.166666666666664,55.70666666666667,40.5,27.25,2
CSE_0215,2026-01-01 00:00:00+00:00,8.56,27,84,33,12,84,3,35.64,52,36.0,73,6,1,5,7,82,2020,0,40.5,48.21333333333333,52.0,43.16666666666667,6
CSE_0216,2026-01-01 00:00:00+00:00,6.19,68,52,55,83,93,36,90.24,58,56.0,24,13,8,1,4,50,2020,2,64.5,56.74666666666667,60.0,68.66666666666667,6
CSE_0217,2026-01-01 00:00:00+00:00,6.63,76,81,27,53,20,16,45.48,37,92.0,94,2,12,5,6,53,2020,0,45.5,77.16,69.0,62.166666666666664,6
CSE_0218,2026-01-01 00:00:00+00:00,8.73,80,100,36,6,54,38,92.12,68,24.0,66,12,6,3,2,89,2021,4,52.333333333333336,60.70666666666667,56.0,53.0,5
CSE_0219,2026-01-01 00:00:00+00:00,8.25,39,44,6,78,80,47,78.16,86,90.0,1,12,9,4,1,80,2021,0,49.0,56.38666666666666,65.0,58.0,5
CSE_0220,2026-01-01 00:00:00+00:00,9.25,44,31,67,86,39,45,49.96,91,48.0,88,9,8,0,5,27,2023,3,52.0,61.98666666666667,50.5,63.08333333333333,3
CSE_0221,2026-01-01 00:00:00+00:00,8.29,95,35,36,13,82,89,64.36,97,92.0,48,1,5,1,4,18,2024,1,58.333333333333336,68.12,28.5,31.916666666666668,2
CSE_0222,2026-01-01 00:00:00+00:00,7.84,61,80,55,86,14,47,63.44,52,96.0,69,5,4,3,8,26,2022,0,57.166666666666664,76.14666666666666,52.0,53.33333333333333,4
CSE_0223,2026-01-01 00:00:00+00:00,5.47,92,98,64,18,72,38,42.88,14,74.0,25,7,11,3,3,47,2023,2,63.666666666666664,47.29333333333333,61.0,59.66666666666666,3
CSE_0224,2026-01-01 00:00:00+00:00,6.84,57,59,64,53,51,3,55.48,95,74.0,71,3,0,3,2,18,2023,3,47.833333333333336,66.82666666666667,23.0,14.5,3
CSE_0225,2026-01-01 00:00:00+00:00,6.33,66,10,46,92,73,29,39.04,25,56.0,98,8,11,0,8,96,2021,1,52.666666666666664,64.34666666666666,63.5,80.75,5
CSE_0226,2026-01-01 00:00:00+00:00,6.22,55,62,19,19,94,29,65.2,47,86.0,26,11,5,2,7,50,2022,3,46.333333333333336,59.06666666666666,60.0,66.5,4
CSE_0227,2026-01-01 00:00:00+00:00,9.87,39,20,18,28,52,21,57.68,94,96.0,88,11,5,5,5,6,2022,4,29.666666666666668,80.56,67.0,59.0,4
CSE_0228,2026-01-01 00:00:00+00:00,6.97,97,51,28,23,86,74,74.88,18,82.0,17,14,2,5,0,28,2020,1,59.833333333333336,57.96,53.0,38.5,6
CSE_0229,2026-01-01 00:00:00+00:00,9.46,39,54,73,81,51,65,54.64,8,70.0,53,7,2,4,0,42,2021,2,60.5,59.21333333333333,35.0,22.166666666666664,5
CSE_0230,2026-01-01 00:00:00+00:00,8.16,90,25,59,62,29,11,58.6,63,68.0,0,6,2,2,5,68,2022,1,46.0,42.199999999999996,37.5,38.58333333333333,4
CSE_0231,2026-01-01 00:00:00+00:00,8.97,76,67,17,73,32,93,87.12,92,88.0,60,13,2,5,2,93,2023,2,59.666666666666664,78.37333333333333,56.0,43.66666666666667,3
CSE_0232,2026-01-01 00:00:00+00:00,7.51,32,33,91,56,56,35,85.24,53,64.0,2,6,6,4,2,57,2019,4,50.5,50.413333333333334,48.0,39.0,7
CSE_0233,2026-01-01 00:00:00+00:00,7.88,5,51,34,7,51,17,66.68,50,84.0,67,2,9,4,5,7,2019,2,27.5,72.56,55.0,49.66666666666667,7
CSE_0234,2026-01-01 00:00:00+00:00,7.46,87,81,42,89,8,89,74.76,38,60.0,40,13,10,3,2,41,2021,3,66.0,58.25333333333333,68.0,67.0,5
CSE_0235,2026-01-01 00:00:00+00:00,5.98,18,98,94,61,53,52,44.04,3,24.0,36,5,1,1,5,75,2020,0,62.666666666666664,34.68,29.0,33.33333333333333,6
CSE_0236,2026-01-01 00:00:00+00:00,8.61,79,92,90,28,0,70,66.68,2,50.0,50,12,9,3,4,41,2020,3,59.833333333333336,55.56,68.5,69.25,6
CSE_0237,2026-01-01 00:00:00+00:00,6.4,39,51,10,73,43,0,68.44,63,56.0,14,12,12,0,3,12,2022,3,36.0,46.14666666666667,61.5,74.25,4
CSE_0238,2026-01-01 00:00:00+00:00,5.12,91,28,48,16,98,57,48.28,28,32.0,7,4,9,5,7,25,2024,1,56.333333333333336,29.093333333333334,68.0,61.833333333333336,2
CSE_0239,2026-01-01 00:00:00+00:00,8.23,96,37,37,65,74,89,80.48,10,28.0,37,0,1,4,1,17,2021,4,66.33333333333333,48.49333333333334,21.0,6.666666666666666,5
CSE_0240,2026-01-01 00:00:00+00:00,5.89,58,41,63,5,97,86,64.84,96,62.0,82,10,2,1,6,41,2024,0,58.333333333333336,69.61333333333333,44.0,51.666666666666664,2
CSE_0241,2026-01-01 00:00:00+00:00,9.7,58,20,68,57,79,89,78.08,57,26.0,55,2,9,5,3,50,2019,2,61.833333333333336,53.026666666666664,54.0,42.16666666666667,7
CSE_0242,2026-01-01 00:00:00+00:00,9.77,47,41,7,68,8,5,54.4,74,44.0,46,12,11,4,1,83,2023,1,29.333333333333332,48.13333333333333,70.0,63.83333333333333,3
CSE_0243,2026-01-01 00:00:00+00:00,9.57,40,12,33,27,31,69,94.4,26,80.0,89,11,6,4,6,15,2022,4,35.333333333333336,87.8,68.0,65.66666666666666,4
CSE_0244,2026-01-01 00:00:00+00:00,6.85,12,63,47,61,14,43,83.56,96,98.0,9,0,2,3,0,100,2023,0,40.0,63.52,17.0,5.833333333333333,3
CSE_0245,2026-01-01 00:00:00+00:00,5.08,44,16,55,40,11,71,77.64,20,78.0,77,3,6,1,3,2,2024,3,39.5,77.54666666666667,32.5,35.75,2
CSE_0246,2026-01-01 00:00:00+00:00,9.64,88,8,75,68,96,23,50.52,38,100.0,48,9,8,1,8,90,2022,4,59.666666666666664,66.17333333333333,62.0,74.33333333333333,4
CSE_0247,2026-01-01 00:00:00+00:00,7.14,52,40,64,81,77,85,37.72,94,76.0,40,2,10,5,3,78,2018,4,66.5,51.24,56.5,45.083333333333336,8
CSE_0248,2026-01-01 00:00:00+00:00,9.83,41,0,30,89,56,18,49.64,45,44.0,82,10,9,4,2,97,2023,4,39.0,58.54666666666666,63.5,57.08333333333333,3
CSE_0249,2026-01-01 00:00:00+00:00,9.82,99,1,3,83,7,100,80.92,65,74.0,29,3,11,1,1,44,2021,3,48.833333333333336,61.30666666666667,40.0,42.83333333333333,5
CSE_0250,2026-01-01 00:00:00+00:00,9.27,62,59,49,40,71,17,79.2,90,76.0,4,8,10,1,2,21,2023,2,49.666666666666664,53.06666666666666,50.0,55.333333333333336,3
CSE_0251,2026-01-01 00:00:00+00:00,6.47,26,47,68,48,26,94,51.44,35,50.0,94,2,3,5,0,22,2023,1,51.5,65.14666666666666,31.5,13.416666666666668,3
CSE_0252,2026-01-01 00:00:00+00:00,6.93,37,28,29,90,61,100,66.36,74,22.0,70,11,6,3,7,58,2022,2,57.5,52.78666666666667,66.5,69.41666666666666,4
CSE_0253,2026-01-01 00:00:00+00:00,9.26,59,96,87,48,11,29,78.28,81,76.0,82,5,8,2,0,61,2019,0,55.0,78.76,38.0,35.0,7
CSE_0254,2026-01-01 00:00:00+00:00,6.58,6,9,58,75,64,41,37.88,64,22.0,30,5,7,0,2,67,2024,1,42.166666666666664,29.959999999999997,32.5,39.583333333333336,2
CSE_0255,2026-01-01 00:00:00+00:00,5.85,4,57,66,70,41,32,86.36,62,70.0,51,6,7,2,2,53,2018,0,45.0,69.12,42.5,41.91666666666667,8
CSE_0256,2026-01-01 00:00:00+00:00,7.78,44,59,74,2,61,73,75.76,98,34.0,87,8,8,1,1,56,2023,3,52.166666666666664,65.58666666666666,42.5,45.75,3
CSE_0257,2026-01-01 00:00:00+00:00,9.68,57,20,44,9,10,100,82.24,34,66.0,97,11,4,4,4,22,2024,2,40.0,81.74666666666667,58.0,52.33333333333333,2
CSE_0258,2026-01-01 00:00:00+00:00,8.48,30,27,3,97,42,11,86.28,30,60.0,22,6,4,0,2,59,2024,4,35.0,56.093333333333334,27.0,33.166666666666664,2
CSE_0259,2026-01-01 00:00:00+00:00,7.85,22,74,25,88,94,93,64.4,27,22.0,47,13,2,0,2,72,2019,1,66.0,44.46666666666667,36.0,43.66666666666667,7
CSE_0260,2026-01-01 00:00:00+00:00,5.49,41,33,26,34,16,26,58.6,0,50.0,39,0,4,4,7,87,2020,4,29.333333333333332,49.199999999999996,43.5,37.916666666666664,6
CSE_0261,2026-01-01 00:00:00+00:00,8.08,9,7,45,79,96,38,35.56,24,68.0,5,15,7,0,3,84,2018,0,45.666666666666664,36.18666666666667,55.0,66.66666666666667,8
CSE_0262,2026-01-01 00:00:00+00:00,9.95,31,58,63,1,31,8,86.28,42,88.0,37,14,11,4,3,54,2018,4,32.0,70.42666666666666,79.0,76.0,8
CSE_0263,2026-01-01 00:00:00+00:00,5.7,52,85,90,23,92,20,39.92,83,92.0,40,7,4,0,2,79,2024,4,60.333333333333336,57.30666666666667,29.0,35.5,2
CSE_0264,2026-01-01 00:00:00+00:00,7.59,29,71,50,73,84,75,79.36,66,58.0,99,4,3,5,0,62,2022,3,63.666666666666664,78.78666666666668,35.5,18.083333333333336,4
CSE_0265,2026-01-01 00:00:00+00:00,9.39,38,48,49,37,84,28,53.48,62,78.0,26,8,7,5,7,55,2023,3,47.333333333333336,52.49333333333333,71.0,65.33333333333334,3
CSE_0266,2026-01-01 00:00:00+00:00,8.7,30,78,5,21,39,32,77.76,50,46.0,74,9,6,2,0,54,2020,2,34.166666666666664,65.92,41.0,38.5,6
CSE_0267,2026-01-01 00:00:00+00:00,8.49,81,16,58,25,22,61,44.0,1,48.0,68,12,5,0,6,24,2022,0,43.833333333333336,53.333333333333336,51.5,65.08333333333334,4
CSE_0268,2026-01-01 00:00:00+00:00,8.51,99,59,14,42,55,14,60.92,81,36.0,56,14,4,3,4,25,2021,3,47.166666666666664,50.973333333333336,60.0,59.33333333333333,5
CSE_0269,2026-01-01 00:00:00+00:00,6.8,1,86,29,54,5,1,95.92,63,64.0,16,11,4,4,3,48,2019,3,29.333333333333332,58.64000000000001,55.5,48.58333333333333,7
CSE_0270,2026-01-01 00:00:00+00:00,6.47,77,87,41,38,85,51,70.48,73,46.0,70,4,12,0,3,62,2019,2,63.166666666666664,62.160000000000004,45.5,55.583333333333336,7
CSE_0271,2026-01-01 00:00:00+00:00,9.05,76,44,100,90,49,43,90.36,68,26.0,90,4,9,5,7,44,2022,1,67.0,68.78666666666668,68.0,61.833333333333336,4
CSE_0272,2026-01-01 00:00:00+00:00,9.05,92,82,36,28,36,53,34.68,8,74.0,46,14,1,5,5,72,2024,2,54.5,51.56,63.0,54.33333333333333,2
CSE_0273,2026-01-01 00:00:00+00:00,9.34,11,68,41,19,63,17,50.32,1,76.0,78,11,12,4,0,78,2019,4,36.5,68.10666666666667,68.0,60.666666666666664,7
CSE_0274,2026-01-01 00:00:00+00:00,9.57,38,31,100,90,53,2,93.48,33,48.0,12,11,3,3,7,38,2023,4,52.333333333333336,51.160000000000004,59.0,60.666666666666664,3
CSE_0275,2026-01-01 00:00:00+00:00,7.56,65,43,34,40,71,6,47.88,59,26.0,10,13,7,0,1,96,2019,3,43.166666666666664,27.959999999999997,46.0,54.5,7
CSE_0276,2026-01-01 00:00:00+00:00,7.51,95,64,86,53,48,42,56.76,60,54.0,89,1,7,0,5,64,2023,3,64.66666666666667,66.58666666666666,32.0,41.5,3
CSE_0277,2026-01-01 00:00:00+00:00,8.99,12,86,5,19,98,81,84.36,30,56.0,85,11,10,3,8,68,2021,2,50.166666666666664,75.12,79.0,84.83333333333333,5
CSE_0278,2026-01-01 00:00:00+00:00,8.25,45,100,67,18,10,37,95.36,9,74.0,91,10,0,3,0,55,2020,2,46.166666666666664,86.78666666666668,32.0,23.333333333333332,6
CSE_0279,2026-01-01 00:00:00+00:00,8.51,26,7,17,83,87,36,78.52,75,46.0,23,2,1,3,5,8,2018,0,42.666666666666664,49.173333333333325,31.0,26.333333333333336,8
CSE_0280,2026-01-01 00:00:00+00:00,8.98,16,76,72,98,48,57,61.16,35,74.0,92,9,4,5,7,69,2022,4,61.166666666666664,75.72,65.5,58.916666666666664,4
CSE_0281,2026-01-01 00:00:00+00:00,9.45,94,71,28,65,20,32,54.2,84,90.0,72,8,8,4,1,27,2022,2,51.666666666666664,72.06666666666666,54.5,45.75,4
CSE_0282,2026-01-01 00:00:00+00:00,6.69,97,86,76,29,65,58,63.2,48,38.0,3,6,9,3,4,44,2023,1,68.5,34.733333333333334,56.5,55.25,3
CSE_0283,2026-01-01 00:00:00+00:00,6.88,59,42,58,52,62,94,67.72,69,98.0,45,0,10,4,5,25,2021,0,61.166666666666664,70.24,53.5,47.91666666666667,5
CSE_0284,2026-01-01 00:00:00+00:00,5.47,63,0,46,33,82,10,56.36,48,50.0,17,2,11,2,4,27,2021,2,39.0,41.12,49.5,51.74999999999999,5
CSE_0285,2026-01-01 00:00:00+00:00,7.89,87,50,16,21,27,67,61.88,2,42.0,42,11,12,0,2,39,2024,3,44.666666666666664,48.626666666666665,57.0,68.16666666666666,2
CSE_0286,2026-01-01 00:00:00+00:00,5.18,34,23,95,66,16,81,43.24,73,54.0,79,1,10,0,3,14,2018,2,52.5,58.74666666666667,34.5,42.75,8
CSE_0287,2026-01-01 00:00:00+00:00,7.33,69,98,21,5,5,67,58.4,4,28.0,32,0,6,1,6,5,2020,3,44.166666666666664,39.46666666666667,34.0,40.0,6
CSE_0288,2026-01-01 00:00:00+00:00,7.71,82,23,67,78,18,97,68.92,89,30.0,92,8,9,2,3,26,2022,3,60.833333333333336,63.64000000000001,54.0,56.16666666666667,4
CSE_0289,2026-01-01 00:00:00+00:00,6.43,29,16,68,26,55,92,71.8,60,54.0,9,7,4,3,8,37,2023,4,47.666666666666664,44.93333333333334,56.0,58.0,3
CSE_0290,2026-01-01 00:00:00+00:00,7.95,70,4,36,9,27,87,61.8,84,80.0,72,14,0,3,1,67,2021,4,38.833333333333336,71.26666666666667,42.5,36.416666666666664,5
CSE_0291,2026-01-01 00:00:00+00:00,5.15,73,19,48,72,65,21,91.2,89,92.0,58,4,5,5,4,74,2022,2,49.666666666666664,80.39999999999999,50.5,38.91666666666667,4
CSE_0292,2026-01-01 00:00:00+00:00,5.19,95,20,12,96,37,65,35.44,25,74.0,30,10,11,2,7,84,2023,2,54.166666666666664,46.48,73.0,81.66666666666666,3
CSE_0293,2026-01-01 00:00:00+00:00,9.11,97,57,33,95,36,43,76.08,71,28.0,27,11,7,3,4,63,2019,1,60.166666666666664,43.69333333333333,61.5,61.08333333333333,7
